time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,lumbar_extension
1.817,-0.156648834,-0.027649057,-0.035607594,-0.00289665,0.9042078,-0.00381211,0.297356507,0.05543062,0,-0.444868238,0.556181014,0.306068799,-0.068159556,0,-0.439530138,0.575702736,-0.0872665
1.833,-0.15637108,-0.027523901,-0.035596213,-0.00314061,0.90428244,-0.00359298,0.297428764,0.055500183,0,-0.444955114,0.556234181,0.306052206,-0.068327948,0,-0.439480735,0.57569986,-0.0872665
1.85,-0.156331008,-0.027338529,-0.037106065,-0.00335366,0.90426762,-0.00320121,0.299766532,0.055926942,0,-0.449483701,0.557561246,0.305008911,-0.068891843,0,-0.437532979,0.576046655,-0.0872665
1.867,-0.1563881,-0.027113605,-0.037125401,-0.0034092,0.90424425,-0.00290642,0.299794155,0.05590251,0,-0.449466354,0.557539942,0.305012807,-0.069158294,0,-0.437523166,0.57604385,-0.0872665
1.883,-0.157294001,-0.02815274,-0.038567582,-0.00367847,0.90423215,-0.00220724,0.300983186,0.057993593,0,-0.448977542,0.556539627,0.305651644,-0.071569346,0,-0.436719586,0.575892472,-0.0872665
1.9,-0.158422147,-0.02841598,-0.039819449,-0.00404498,0.90422657,-0.00167537,0.302577864,0.059054563,0,-0.448503197,0.555824872,0.306338288,-0.072849878,0,-0.435241699,0.575819245,-0.0872665
1.917,-0.159678423,-0.028612994,-0.041325804,-0.0043788,0.90415655,-0.00111145,0.305003453,0.060095328,0,-0.449472737,0.554779525,0.306737694,-0.074124187,0,-0.433125774,0.575355996,-0.0872665
1.933,-0.159768666,-0.028307645,-0.04126661,-0.00434504,0.90406146,-0.00073384,0.305118436,0.060043779,0,-0.449594569,0.55475375,0.306601336,-0.074450754,0,-0.433113341,0.57532418,-0.0872665
1.95,-0.160397915,-0.027694905,-0.043383152,-0.00450539,0.903787,-0.00018961,0.311997211,0.06009806,0,-0.461644493,0.556145095,0.305532075,-0.074869611,0,-0.430020011,0.57515568,-0.0872665
1.967,-0.162886257,-0.028524315,-0.04604852,-0.0052482,0.90368151,0.00079025,0.315497003,0.062423876,0,-0.460898004,0.555473129,0.307901752,-0.077631211,0,-0.428370855,0.575201445,-0.0872665
1.983,-0.161694747,-0.029085467,-0.044589541,-0.00484142,0.90353079,0.00156992,0.31570409,0.063777338,0,-0.465299073,0.556163937,0.306145372,-0.079279335,0,-0.427966054,0.57563937,-0.0872665
2,-0.162201512,-0.028358446,-0.047840209,-0.00507939,0.90319426,0.00253475,0.321890971,0.064348746,0,-0.476461975,0.561334313,0.305275481,-0.08008385,0,-0.426194976,0.578054637,-0.0872665
2.017,-0.162391504,-0.029117064,-0.04931019,-0.00500432,0.90312387,0.00386644,0.323349127,0.067063181,0,-0.479088531,0.562124975,0.304764853,-0.082814508,0,-0.425853167,0.577790532,-0.0872665
2.033,-0.164411243,-0.028450912,-0.051799911,-0.00535144,0.90279987,0.00513055,0.330330237,0.068418248,0,-0.487626807,0.563276608,0.306540526,-0.084053989,0,-0.425550167,0.577764375,-0.0872665
2.05,-0.165314331,-0.028997208,-0.054231788,-0.00549586,0.90268225,0.00678103,0.332417912,0.071529957,0,-0.489483389,0.563676046,0.30690141,-0.087009535,0,-0.425299961,0.577319746,-0.0872665
2.067,-0.165616616,-0.028613288,-0.057588088,-0.00545825,0.90259706,0.00847445,0.333320896,0.07353553,0,-0.490356615,0.564355534,0.306900936,-0.08890406,0,-0.426482658,0.577063432,-0.0872665
2.083,-0.16831281,-0.029031315,-0.061013731,-0.00598473,0.90200597,0.01049531,0.341359122,0.077133465,0,-0.499283347,0.56795028,0.312755946,-0.092411835,0,-0.433085254,0.579832376,-0.0872665
2.1,-0.168611105,-0.02948925,-0.064833725,-0.00588985,0.90178864,0.012683,0.343098483,0.080852895,0,-0.502002839,0.567990572,0.313844766,-0.095909795,0,-0.436797386,0.580888251,-0.0872665
2.117,-0.168527938,-0.029700149,-0.069314022,-0.0056818,0.90156315,0.01504678,0.344133622,0.084573908,0,-0.504498515,0.567473325,0.315139145,-0.099354743,0,-0.442433216,0.581968554,-0.0872665
2.133,-0.168421478,-0.029742077,-0.073721666,-0.00537617,0.90124585,0.01757896,0.343957684,0.088050238,0,-0.504831758,0.567002617,0.318406235,-0.102839001,0,-0.452278497,0.583409463,-0.0872665
2.15,-0.168157262,-0.029667165,-0.076920637,-0.00491116,0.90070895,0.02007679,0.344036357,0.091189096,0,-0.506663245,0.568492636,0.324989639,-0.105819994,0,-0.468525532,0.586537985,-0.0872665
2.167,-0.165578965,-0.028971484,-0.078872852,-0.00375128,0.89999522,0.02253378,0.344806368,0.093556786,0,-0.517440601,0.574216316,0.329511097,-0.107601807,0,-0.486903789,0.590907319,-0.0872665
2.183,-0.165163486,-0.028512029,-0.083416757,-0.00339208,0.89928377,0.02534254,0.346933452,0.097140313,0,-0.523822652,0.577232999,0.337382739,-0.110555141,0,-0.506358974,0.591742537,-0.0872665
2.2,-0.164471455,-0.027039533,-0.08842571,-0.00296282,0.89848257,0.02796301,0.349645141,0.099308657,0,-0.532005923,0.582101781,0.345891348,-0.112107901,0,-0.527475236,0.593658036,-0.0872665
2.217,-0.163346256,-0.025661279,-0.094274175,-0.00239445,0.89763806,0.03067756,0.351215551,0.101702006,0,-0.539324462,0.587767473,0.355648377,-0.113931089,0,-0.552886223,0.596108254,-0.0872665
2.233,-0.16161716,-0.025726746,-0.09930951,-0.00153616,0.89697432,0.03360527,0.348555675,0.10563114,0,-0.540139881,0.592102074,0.366217575,-0.117583918,0,-0.581340842,0.596127994,-0.0872665
2.25,-0.160292952,-0.025564293,-0.104773533,-0.00074306,0.8964035,0.03660467,0.346104875,0.109408438,0,-0.540330714,0.594408273,0.378498868,-0.121196696,0,-0.611789131,0.594173541,-0.0872665
2.267,-0.159535494,-0.025348412,-0.110596546,-4.93E-05,0.89587658,0.03964342,0.344188016,0.113338916,0,-0.540476065,0.596077912,0.393621887,-0.125033718,0,-0.646412295,0.58832586,-0.0872665
2.283,-0.158762137,-0.024662332,-0.116377947,0.0008389,0.89553033,0.04254891,0.341528041,0.116406132,0,-0.539814499,0.597359842,0.409611175,-0.128359098,0,-0.682985198,0.578712956,-0.0872665
2.3,-0.159153569,-0.023519747,-0.122883047,0.00141933,0.89525169,0.04544695,0.341105918,0.119211889,0,-0.540261395,0.597737203,0.42954318,-0.131787377,0,-0.723477857,0.563716306,-0.0872665
2.317,-0.158478302,-0.022792623,-0.129089999,0.0023862,0.89530863,0.04838771,0.336825479,0.122284493,0,-0.536179097,0.597338831,0.450113073,-0.13556727,0,-0.766405272,0.544209095,-0.0872665
2.333,-0.15865444,-0.021317429,-0.135801276,0.00322895,0.89535999,0.05117207,0.334682368,0.124495314,0,-0.533913857,0.596359991,0.474127136,-0.138680731,0,-0.812548448,0.520358792,-0.0872665
2.35,-0.158214671,-0.020887843,-0.14245537,0.00462509,0.89573543,0.05428415,0.328747276,0.128036043,0,-0.526627001,0.59447663,0.49746779,-0.143608122,0,-0.859666154,0.495312194,-0.0872665
2.367,-0.159846723,-0.018731244,-0.14710786,0.00492971,0.89581029,0.05658716,0.330354528,0.128707409,0,-0.527151271,0.590786734,0.528937248,-0.145866327,0,-0.910534044,0.467933948,-0.0872665
2.383,-0.159072697,-0.018345964,-0.152017137,0.00658611,0.89608652,0.0591635,0.323332155,0.130824424,0,-0.519852884,0.590298157,0.555193567,-0.14945504,0,-0.959263358,0.454326991,-0.0872665
2.4,-0.159179446,-0.01792264,-0.154348368,0.00802795,0.89630446,0.06149003,0.317342904,0.132677113,0,-0.51221851,0.590231259,0.585679152,-0.153225676,0,-1.010597744,0.464332196,-0.0872665
2.417,-0.159862706,-0.017599856,-0.156000767,0.00947516,0.89638213,0.06361465,0.312482095,0.134187711,0,-0.505747712,0.591281964,0.618893427,-0.156990102,0,-1.060373281,0.48134412,-0.0872665
2.433,-0.160383158,-0.017153812,-0.15549408,0.01125989,0.89669979,0.0654045,0.305642848,0.134829091,0,-0.496353627,0.589993979,0.65283969,-0.159644596,0,-1.105144757,0.497505851,-0.0872665
2.45,-0.161334406,-0.01638418,-0.154433368,0.01305222,0.8970545,0.06684812,0.301190234,0.134945874,0,-0.490880521,0.588611813,0.687227964,-0.160751107,0,-1.142038537,0.51974694,-0.0872665
2.467,-0.162235056,-0.015126031,-0.152015613,0.01512758,0.89761895,0.06792876,0.295042256,0.134015735,0,-0.482017176,0.587168127,0.721622913,-0.159515224,0,-1.170429056,0.537711107,-0.0872665
2.483,-0.163800974,-0.013071311,-0.14926307,0.01722108,0.89811172,0.06864679,0.289927081,0.131606374,0,-0.473527627,0.587777183,0.756343594,-0.156037574,0,-1.190359485,0.555989367,-0.0872665
2.5,-0.166082618,-0.011401769,-0.145929368,0.01935646,0.89847649,0.06927988,0.285138571,0.12938166,0,-0.464566603,0.589693166,0.791565529,-0.152382872,0,-1.202381331,0.57131672,-0.0872665
2.517,-0.16837706,-0.008825962,-0.142255663,0.02164524,0.89878367,0.06964095,0.280714808,0.126087473,0,-0.45613098,0.589024418,0.826048216,-0.146463441,0,-1.206253111,0.579764374,-0.0872665
2.533,-0.171891159,-0.007992605,-0.140073663,0.02391107,0.89884569,0.07029866,0.277640279,0.125830477,0,-0.44801241,0.588374947,0.861058973,-0.143384005,0,-1.201706865,0.587160505,-0.0872665
2.55,-0.175007054,-0.006862069,-0.138463171,0.02652106,0.8988491,0.07089529,0.274501747,0.125283481,0,-0.441306392,0.588329237,0.89389008,-0.139947016,0,-1.190032015,0.592689841,-0.0872665
2.567,-0.177785115,-0.005399887,-0.137797377,0.02961507,0.89875844,0.0714294,0.270923139,0.124368946,0,-0.435366034,0.588572062,0.924493666,-0.136552421,0,-1.172754678,0.597095956,-0.0872665
2.583,-0.179843886,-0.004497982,-0.13730525,0.0329986,0.89861741,0.07203762,0.266816315,0.124191013,0,-0.431236088,0.589715098,0.951938928,-0.134130854,0,-1.149146319,0.599955989,-0.0872665
2.6,-0.182273373,-0.001569728,-0.136291546,0.03665796,0.89841832,0.07194202,0.262663985,0.120736421,0,-0.42622475,0.590216279,0.977231681,-0.128248055,0,-1.119672383,0.600864761,-0.0872665
2.617,-0.184213296,0.001073458,-0.1362009,0.04084598,0.89827993,0.07181465,0.258948831,0.117469214,0,-0.424310795,0.591831121,0.998602155,-0.123081127,0,-1.084331426,0.598162496,-0.0872665
2.633,-0.188500053,0.003295496,-0.137445192,0.04417204,0.8975523,0.0720508,0.263337655,0.115705206,0,-0.431610296,0.595587407,1.022568581,-0.120113178,0,-1.047090593,0.588017231,-0.0872665
2.65,-0.190268986,0.006112043,-0.138510845,0.04880615,0.89706551,0.0720115,0.26163815,0.112181202,0,-0.435268049,0.599562419,1.039945156,-0.115557879,0,-1.007758377,0.581466427,-0.0872665
2.667,-0.192586913,0.008897299,-0.139469234,0.05359351,0.89639555,0.07188104,0.261076709,0.108533188,0,-0.440833627,0.60560713,1.056911967,-0.111087979,0,-0.968691246,0.565929359,-0.0872665
2.683,-0.195195054,0.010447646,-0.140028028,0.05827684,0.89565626,0.07199393,0.260468009,0.10654801,0,-0.445581598,0.61065832,1.072317166,-0.108177308,0,-0.928916635,0.547730147,-0.0872665
2.7,-0.197253428,0.012202227,-0.140057333,0.06346379,0.89494111,0.07182599,0.258542602,0.103837738,0,-0.449863051,0.615721488,1.084827368,-0.104437636,0,-0.890072588,0.530176255,-0.0872665
2.717,-0.199159385,0.013446698,-0.140183626,0.0691875,0.89404472,0.0716955,0.256146743,0.101651117,0,-0.455354318,0.620971348,1.096203563,-0.101446851,0,-0.855010259,0.515119455,-0.0872665
2.733,-0.200861283,0.014175338,-0.140423963,0.07541225,0.89303447,0.0716197,0.252539004,0.099760623,0,-0.459887414,0.625433201,1.105870818,-0.099142848,0,-0.824349002,0.505953794,-0.0872665
2.75,-0.203278342,0.01410459,-0.142462589,0.08183678,0.8922363,0.07181566,0.245963145,0.09902539,0,-0.45736263,0.629007892,1.114390599,-0.099395988,0,-0.797944406,0.499294479,-0.0872665
2.767,-0.203600947,0.013669672,-0.140899537,0.08957312,0.89138897,0.0718021,0.234945705,0.097914773,0,-0.454373792,0.634661303,1.121299967,-0.097224517,0,-0.781084613,0.489416298,-0.0872665
2.783,-0.205245319,0.012440814,-0.136410098,0.09739255,0.89029028,0.07146634,0.22539241,0.097528078,0,-0.451777479,0.638342142,1.130612239,-0.093525423,0,-0.771534204,0.472679382,-0.0872665
2.8,-0.208821448,0.011307799,-0.134518916,0.10485558,0.88907047,0.07112703,0.220336076,0.09743072,0,-0.45300447,0.640759262,1.140004089,-0.091829964,0,-0.763973801,0.455565412,-0.0872665
2.817,-0.212335985,0.009089549,-0.136685685,0.11261288,0.8878082,0.07151941,0.215276574,0.099480229,0,-0.455381081,0.641265242,1.147425434,-0.095332979,0,-0.762834392,0.453579689,-0.0872665
2.833,-0.215497248,0.007561495,-0.137647417,0.1207155,0.88640644,0.07135298,0.209837002,0.099965608,0,-0.45854032,0.64177363,1.155083768,-0.09649566,0,-0.768487509,0.452115672,-0.0872665
2.85,-0.219277448,0.005327912,-0.139633781,0.12954568,0.88522886,0.07140273,0.203364882,0.101538664,0,-0.46004832,0.641868021,1.1617503,-0.099549459,0,-0.77835484,0.451772278,-0.0872665
2.867,-0.224431477,0.003123145,-0.140588834,0.13846298,0.88405835,0.0711239,0.199142007,0.102877928,0,-0.463013477,0.638679477,1.168952466,-0.101952017,0,-0.791151889,0.45163084,-0.0872665
2.883,-0.231143582,0.000844027,-0.144610486,0.14749907,0.88283628,0.07118406,0.198873236,0.105073529,0,-0.470644402,0.631032367,1.176405261,-0.1076165,0,-0.806634395,0.452737186,-0.0872665
2.9,-0.239779768,-0.002002523,-0.148252279,0.15644943,0.88163253,0.07117196,0.201660974,0.10842181,0,-0.479776214,0.621616463,1.184933203,-0.113637033,0,-0.823617302,0.450501482,-0.0872665
2.917,-0.250156036,-0.003682139,-0.151643063,0.16555777,0.88059987,0.07062014,0.210129808,0.110115061,0,-0.496430511,0.60917173,1.193351014,-0.117675278,0,-0.839756919,0.446159307,-0.0872665
2.933,-0.260661728,-0.006057063,-0.152329235,0.17529724,0.88006362,0.06982834,0.214718128,0.111384596,0,-0.506331556,0.592712955,1.201935963,-0.119396751,0,-0.85725592,0.444731603,-0.0872665
2.95,-0.273254581,-0.008124884,-0.152608416,0.18496161,0.87986114,0.06877586,0.223332234,0.111582116,0,-0.519485556,0.572019242,1.214179296,-0.119779524,0,-0.876232203,0.442892193,-0.0872665
2.967,-0.28772714,-0.009919237,-0.149849045,0.19460612,0.88028643,0.06723584,0.234389382,0.110967652,0,-0.53138695,0.545057418,1.227892241,-0.116851996,0,-0.89245298,0.440308911,-0.0872665
2.983,-0.303354418,-0.012020258,-0.147538659,0.20482039,0.88144294,0.06564349,0.244445085,0.110325285,0,-0.537895079,0.512992312,1.240138324,-0.114445688,0,-0.906553772,0.440250134,-0.0872665
3,-0.320461977,-0.01550947,-0.144860936,0.21522314,0.88335123,0.06428175,0.25539066,0.112160296,0,-0.542397574,0.474070223,1.249455331,-0.113301346,0,-0.915466857,0.439881068,-0.0872665
3.017,-0.336846221,-0.020333121,-0.143192769,0.22707661,0.88632301,0.06315571,0.260101709,0.115684219,0,-0.537422582,0.428623407,1.252219365,-0.114195397,0,-0.920724191,0.44233556,-0.0872665
3.033,-0.35166467,-0.02568515,-0.14078655,0.24021688,0.8904597,0.06208769,0.258259167,0.119405842,0,-0.522718701,0.373755534,1.248563617,-0.114359633,0,-0.921643789,0.446021002,-0.0872665
3.05,-0.365346378,-0.032152074,-0.137757537,0.25433918,0.89552054,0.06106664,0.253178037,0.123865152,0,-0.503391477,0.310419059,1.241166737,-0.114484288,0,-0.918910975,0.451955306,-0.0872665
3.067,-0.377078482,-0.039270992,-0.135427546,0.26963493,0.90160078,0.06016794,0.246041857,0.128259405,0,-0.48297247,0.238905486,1.228899506,-0.115803071,0,-0.911908941,0.457736388,-0.0872665
3.083,-0.388999672,-0.045186702,-0.133811447,0.28470828,0.90790633,0.05884009,0.250820977,0.13091748,0,-0.481017772,0.164229923,1.215765422,-0.116649672,0,-0.901967568,0.462119134,-0.0872665
3.1,-0.401853422,-0.049138528,-0.129592991,0.29930011,0.91511788,0.05705545,0.263361924,0.131165366,0,-0.485906872,0.077176058,1.194823457,-0.11340039,0,-0.876080251,0.469094659,-0.0872665
3.117,-0.414333381,-0.051411682,-0.131039997,0.31375757,0.92193084,0.05509875,0.290197046,0.129437727,0,-0.516618233,-0.008716529,1.175374922,-0.113047212,0,-0.855817795,0.480338958,-0.0872665
3.133,-0.424749271,-0.051666581,-0.137330062,0.32816321,0.92816286,0.05299411,0.329548904,0.125585329,0,-0.573848528,-0.078661311,1.155840511,-0.114484828,0,-0.840431869,0.493880913,-0.0872665
3.15,-0.4317474,-0.049906077,-0.144468461,0.34251907,0.93410944,0.05032193,0.375844942,0.119261303,0,-0.647769365,-0.136933881,1.133497337,-0.113956823,0,-0.825776365,0.50656686,-0.0872665
3.167,-0.438228584,-0.045499106,-0.154059215,0.35588387,0.93924783,0.04728526,0.441237079,0.111068444,0,-0.752452442,-0.181423589,1.111785042,-0.112202046,0,-0.811133721,0.520150691,-0.0872665
3.183,-0.443737738,-0.038404801,-0.161434008,0.36896914,0.94369057,0.0435551,0.513779931,0.099825038,0,-0.866268294,-0.21431466,1.089727845,-0.105332298,0,-0.79622919,0.533971453,-0.0872665
3.2,-0.445809122,-0.028764021,-0.165084868,0.38260867,0.94747539,0.03934868,0.586754689,0.085379862,0,-0.986526375,-0.221359264,1.064607699,-0.092466259,0,-0.781980685,0.550964244,-0.0872665
3.217,-0.444783265,-0.019776043,-0.16726676,0.39664611,0.95107154,0.03559348,0.656798934,0.071418268,0,-1.104623823,-0.140878192,1.037576613,-0.079483349,0,-0.770231277,0.569820114,-0.0872665
3.233,-0.441261275,-0.013478082,-0.163243381,0.41112903,0.95467961,0.03226835,0.722993249,0.061074667,0,-1.206592048,-0.069149523,1.009145218,-0.065245161,0,-0.75892797,0.586125263,-0.0872665
3.25,-0.436092862,-0.007850884,-0.160713961,0.42599851,0.95846271,0.02937781,0.785427484,0.052228285,0,-1.294324061,0.000500946,0.97792624,-0.052737744,0,-0.746409515,0.602081852,-0.0872665
3.267,-0.430227525,-0.002880333,-0.159671757,0.44092897,0.96241544,0.02686834,0.845519338,0.046373587,0,-1.358369984,0.050142552,0.944606382,-0.041895864,0,-0.731634245,0.616865933,-0.0872665
3.283,-0.423566384,0.000726963,-0.1563871,0.45579234,0.96632833,0.02469139,0.900776753,0.042413715,0,-1.404899358,0.103671191,0.909575445,-0.031281953,0,-0.714083357,0.630806503,-0.0872665
3.3,-0.416501017,0.00432735,-0.152015272,0.47079399,0.97017751,0.02266752,0.952057291,0.038294439,0,-1.430598484,0.150028571,0.873172819,-0.020254997,0,-0.69405555,0.643727729,-0.0872665
3.317,-0.409957661,0.00655445,-0.148568594,0.48598061,0.9738041,0.02122818,0.998876455,0.037558586,0,-1.4371136,0.199209289,0.837004459,-0.011826991,0,-0.674245311,0.655489172,-0.0872665
3.333,-0.403618065,0.009329356,-0.143551883,0.50110757,0.97709019,0.01986745,1.043687396,0.035869438,0,-1.430134383,0.236204503,0.801582021,-0.002130503,0,-0.654404978,0.665811134,-0.0872665
3.35,-0.397520233,0.010244682,-0.139538433,0.51607924,0.97988065,0.01913433,1.085416714,0.038122864,0,-1.409034824,0.264702618,0.76852649,0.004470731,0,-0.638656264,0.67693467,-0.0872665
3.367,-0.392041148,0.010661949,-0.135170088,0.53133216,0.98241883,0.01871501,1.122837892,0.041084354,0,-1.373551147,0.282043261,0.735127292,0.010188376,0,-0.621643948,0.688824657,-0.0872665
3.383,-0.387962413,0.010279687,-0.131234479,0.54657212,0.98445217,0.01873627,1.156366453,0.045815927,0,-1.325814452,0.299062037,0.70314585,0.013980763,0,-0.605396068,0.703452849,-0.0872665
3.4,-0.382692661,0.008367493,-0.127132469,0.56171534,0.98633695,0.01929811,1.182504422,0.051930254,0,-1.265410177,0.309316979,0.670765478,0.015522474,0,-0.590593403,0.716210042,-0.0872665
3.417,-0.376269694,0.005799855,-0.123094748,0.57689763,0.98798292,0.02013679,1.200953425,0.058225509,0,-1.193612868,0.318590133,0.63754827,0.016129305,0,-0.576191516,0.727020888,-0.0872665
3.433,-0.371443941,0.002824674,-0.118422097,0.5919081,0.98914258,0.02109847,1.21483912,0.063862012,0,-1.112078438,0.323606408,0.607216052,0.01598074,0,-0.563714794,0.736392805,-0.0872665
3.45,-0.368201433,-0.000868153,-0.112095793,0.60675855,0.98985925,0.02230311,1.223949391,0.068044848,0,-1.022239234,0.323087058,0.579760892,0.014835073,0,-0.553519149,0.746627375,-0.0872665
3.467,-0.366244522,-0.005461248,-0.105449714,0.62212665,0.99014163,0.0238452,1.227296598,0.072405454,0,-0.924208701,0.32203429,0.554030386,0.011959413,0,-0.545953766,0.757781901,-0.0872665
3.483,-0.365996933,-0.009697557,-0.097549134,0.63740701,0.98977037,0.02538238,1.230363801,0.075139588,0,-0.828850618,0.312293425,0.532193365,0.009449718,0,-0.54180836,0.769604139,-0.0872665
3.5,-0.365244198,-0.014664198,-0.087327068,0.65278223,0.98875957,0.02690785,1.227697703,0.07599835,0,-0.731218603,0.308016707,0.512933389,0.006527286,0,-0.543585489,0.782167373,-0.0872665
3.517,-0.357621376,-0.017846086,-0.081067925,0.66934136,0.9879722,0.02842999,1.216986071,0.077394223,0,-0.641470371,0.295941313,0.479180572,0.00484762,0,-0.534420139,0.796664049,-0.0872665
3.533,-0.359331616,-0.019795189,-0.063875494,0.68554767,0.98578039,0.02921502,1.219280472,0.067968313,0,-0.574066789,0.29216014,0.463599367,0.006506967,0,-0.538509474,0.806281966,-0.0872665
3.55,-0.35913407,-0.021769132,-0.046951254,0.70218007,0.98332996,0.02995527,1.21963692,0.057553012,0,-0.518882656,0.284447748,0.449067538,0.008126977,0,-0.549726729,0.815522978,-0.0872665
3.567,-0.356052094,-0.020732399,-0.033436336,0.71927763,0.98082059,0.03042912,1.21914047,0.047497428,0,-0.48365191,0.272992291,0.431145045,0.012513445,0,-0.562287361,0.824585161,-0.0872665
3.583,-0.352608068,-0.01860624,-0.021313804,0.73653889,0.97838313,0.03086763,1.221631793,0.037753021,0,-0.473639282,0.273545476,0.413555848,0.017380339,0,-0.577565503,0.829074661,-0.0872665
3.6,-0.349383388,-0.015791256,-0.009937916,0.75449389,0.97608392,0.03137659,1.223928548,0.028752595,0,-0.479718817,0.280084011,0.397055764,0.022124776,0,-0.596716711,0.830982592,-0.0872665
3.617,-0.347144376,-0.011472593,0.001113736,0.77295107,0.97448158,0.03166648,1.2271919,0.019174626,0,-0.504451602,0.282817458,0.378773642,0.028121092,0,-0.610539608,0.825660646,-0.0872665
3.633,-0.345728238,-0.005957175,0.011901583,0.79178499,0.97351364,0.03180718,1.229397648,0.009152736,0,-0.540417202,0.283392797,0.359998706,0.035104311,0,-0.622648738,0.814172417,-0.0872665
3.65,-0.344710914,-0.000242106,0.022403683,0.81132692,0.97320511,0.03214337,1.226986865,0.000176983,0,-0.5810591,0.28533206,0.340187898,0.041322304,0,-0.633424775,0.793384628,-0.0872665
3.667,-0.345165874,0.005297388,0.028447498,0.83137066,0.97387047,0.03312358,1.220967927,-0.003887417,0,-0.619684722,0.279939471,0.319889318,0.045875915,0,-0.639476853,0.763306138,-0.0872665
